id	sym	ME-1_DMSO_rep1	ME-1_DMSO_rep2	ME-1_DMSO_rep3	ME-1_AI-10-49_rep1	ME-1_AI-10-49_rep2	ME-1_AI-10-49_rep3
ENSG00000163915	IGF2BP2-AS1	0	1	0	1	0	1
ENSG00000163918	RFC4	778	819	822	866	917	787
ENSG00000163923	RPL39L	10	14	16	21	20	18
ENSG00000163930	BAP1	2162	2280	2203	1591	1838	1530
ENSG00000163931	TKT	8641	9011	10008	11367	12533	11837
ENSG00000163932	PRKCD	1393	1539	1507	378	417	364
ENSG00000163933	RFT1	471	524	449	414	454	470
ENSG00000163935	SFMBT1	0	1	2	2	2	1
ENSG00000163938	GNL3	3915	4084	4292	2262	2310	2186
ENSG00000163939	PBRM1	1779	1905	1796	1793	1904	1728
ENSG00000163945	UVSSA	349	465	285	198	228	175
ENSG00000163946	FAM208A	2399	2322	2181	2930	2983	2904
ENSG00000163947	ARHGEF3	836	879	892	682	717	662
ENSG00000163950	SLBP	2513	2619	2784	1614	1650	1565
ENSG00000163956	LRPAP1	1669	1717	1827	985	1052	987
ENSG00000163958	ZDHHC19	1	1	2	6	0	4
ENSG00000163959	SLC51A	33	37	19	33	26	28
ENSG00000163960	UBXN7	1577	1497	1304	2474	2620	2489
ENSG00000163961	RNF168	792	764	664	818	852	884
ENSG00000163964	PIGX	522	519	523	631	547	575
ENSG00000163975	MFI2	296	318	290	333	413	329
ENSG00000163993	S100P	19	16	17	46	57	57
ENSG00000163995	ABLIM2	2	0	0	0	0	0
ENSG00000164002	EXO5	100	111	109	112	120	138
ENSG00000164007	CLDN19	9	21	11	9	6	11
ENSG00000164008	C1orf50	10	17	23	30	21	28
ENSG00000164010	ERMAP	209	242	222	452	457	426
ENSG00000164011	ZNF691	208	233	231	188	177	166
ENSG00000164022	AIMP1	1405	1368	1433	1748	1736	1788
ENSG00000164023	SGMS2	117	115	98	164	149	150
ENSG00000164024	METAP1	1791	1869	1893	1240	1321	1187
ENSG00000164031	DNAJB14	751	705	715	1303	1243	1328
ENSG00000164032	H2AFZ	4325	4261	4691	4023	3840	3781
ENSG00000164035	EMCN	1	3	0	2	0	1
ENSG00000164037	SLC9B1	27	40	23	51	38	49
ENSG00000164038	SLC9B2	1118	1162	1187	574	607	596
ENSG00000164039	BDH2	196	188	189	198	162	191
ENSG00000164040	PGRMC2	1002	999	1090	574	597	584
ENSG00000164045	CDC25A	1081	1142	1119	210	258	200
ENSG00000164047	CAMP	6	2	4	4	2	2
ENSG00000164048	ZNF589	561	598	515	457	472	447
ENSG00000164050	PLXNB1	170	239	180	103	103	91
ENSG00000164051	CCDC51	340	386	380	355	359	380
ENSG00000164053	ATRIP	4	3	7	3	4	4
ENSG00000164054	SHISA5	2042	2105	2244	1868	2071	2005
ENSG00000164056	SPRY1	348	343	372	336	334	303
ENSG00000164061	BSN	11	16	16	13	16	8
ENSG00000164062	APEH	3222	3418	3434	2749	2977	2863
ENSG00000164066	INTU	1	0	0	0	1	0
ENSG00000164068	RNF123	663	745	619	643	799	694
ENSG00000164070	HSPA4L	2	6	1	1	3	8
ENSG00000164073	MFSD8	230	224	225	289	280	278
ENSG00000164074	C4orf29	381	356	348	665	700	737
ENSG00000164076	CAMKV	1	4	5	3	6	5
ENSG00000164077	MON1A	353	400	419	188	201	191
ENSG00000164078	MST1R	0	2	0	0	0	1
ENSG00000164080	RAD54L2	941	1014	864	905	932	810
ENSG00000164081	TEX264	725	760	831	542	531	498
ENSG00000164082	GRM2	1	0	0	0	0	1
ENSG00000164086	DUSP7	1123	1218	1171	309	320	276
ENSG00000164087	POC1A	275	328	306	237	251	227
ENSG00000164088	PPM1M	178	220	189	247	234	206
ENSG00000164089	ETNPPL	0	0	0	1	0	0
ENSG00000164091	WDR82	3821	4102	3921	3324	3556	3304
ENSG00000164096	C4orf3	917	956	1070	515	574	563
ENSG00000164099	PRSS12	5	6	3	3	4	3
ENSG00000164100	NDST3	20	30	21	90	66	76
ENSG00000164104	HMGB2	7678	7735	8246	7172	6902	7306
ENSG00000164105	SAP30	437	448	512	1000	1015	979
ENSG00000164106	SCRG1	4	0	0	3	3	3
ENSG00000164109	MAD2L1	1314	1270	1369	1009	895	933
ENSG00000164111	ANXA5	6	1	2	1	3	4
ENSG00000164116	GUCY1A3	478	505	473	272	271	277
ENSG00000164117	FBXO8	199	172	186	394	442	417
ENSG00000164118	CEP44	500	494	496	719	724	674
ENSG00000164120	HPGD	58	65	77	16	30	20
ENSG00000164123	C4orf45	0	0	0	0	0	1
ENSG00000164124	TMEM144	64	50	75	56	64	56
ENSG00000164134	NAA15	2623	2526	2540	2151	2206	2188
ENSG00000164136	IL15	0	0	0	2	0	1
ENSG00000164144	ARFIP1	241	232	270	392	373	329
ENSG00000164151	ICE1	1700	1721	1612	1308	1397	1263
ENSG00000164162	ANAPC10	203	160	193	393	375	408
ENSG00000164163	ABCE1	3681	3577	3762	3091	3104	3107
ENSG00000164164	OTUD4	2374	2492	2166	1426	1448	1337
ENSG00000164167	LSM6	385	364	433	308	278	308
ENSG00000164168	TMEM184C	1117	1083	1139	1393	1420	1439
ENSG00000164169	PRMT9	211	264	228	340	349	318
ENSG00000164171	ITGA2	68	69	58	32	41	45
ENSG00000164172	MOCS2	367	370	399	453	424	428
ENSG00000164175	SLC45A2	0	1	0	2	0	0
ENSG00000164176	EDIL3	39	32	27	28	23	36
ENSG00000164180	TMEM161B	369	407	349	359	379	394
ENSG00000164181	ELOVL7	666	608	642	574	511	523
ENSG00000164182	NDUFAF2	480	513	607	532	552	518
ENSG00000164185	ZNF474	2	2	4	6	2	1
ENSG00000164187	LMBRD2	466	463	415	602	581	657
ENSG00000164188	RANBP3L	0	1	1	0	1	1
ENSG00000164190	NIPBL	2783	2869	2558	3632	3954	3675
ENSG00000164199	ADGRV1	43	51	69	28	38	30
ENSG00000164209	SLC25A46	820	782	729	1227	1158	1333
ENSG00000164211	STARD4	329	343	303	705	649	669
ENSG00000164219	PGGT1B	488	468	458	971	991	943
ENSG00000164220	F2RL2	24	27	31	14	10	10
ENSG00000164221	CCDC112	357	337	409	433	416	467
ENSG00000164236	ANKRD33B	1958	1963	1774	1371	1354	1337
ENSG00000164237	CMBL	817	770	853	530	537	544
ENSG00000164241	C5orf63	47	69	48	31	43	35
ENSG00000164244	PRRC1	1563	1589	1328	1352	1331	1335
ENSG00000164251	F2RL1	280	257	254	109	110	112
ENSG00000164252	AGGF1	1236	1197	1177	1429	1491	1489
ENSG00000164253	WDR41	1025	1019	1049	1325	1334	1254
ENSG00000164258	NDUFS4	523	551	593	855	920	925
ENSG00000164270	HTR4	1	0	2	1	0	4
ENSG00000164284	GRPEL2	114	132	111	152	126	177
ENSG00000164287	CDC20B	0	1	0	0	0	0
ENSG00000164291	ARSK	148	126	139	183	204	196
ENSG00000164292	RHOBTB3	875	801	755	447	437	452
ENSG00000164296	TIGD6	82	83	89	153	157	192
ENSG00000164300	SERINC5	19	33	24	21	22	23
ENSG00000164304	CAGE1	0	1	1	2	0	0
ENSG00000164305	CASP3	1484	1509	1581	1553	1497	1629
ENSG00000164306	PRIMPOL	148	169	148	326	328	295
ENSG00000164307	ERAP1	2562	2568	2460	1426	1488	1443
ENSG00000164308	ERAP2	914	970	937	557	547	510
ENSG00000164309	CMYA5	7	8	7	6	9	4
ENSG00000164318	EGFLAM	0	0	0	0	1	0
ENSG00000164323	CFAP97	1334	1341	1296	1037	1013	1080
ENSG00000164327	RICTOR	1192	1254	1112	1684	1832	1741
ENSG00000164329	PAPD4	1517	1446	1472	2065	2163	2121
ENSG00000164330	EBF1	0	0	0	0	0	1
ENSG00000164331	ANKRA2	196	190	176	438	423	404
ENSG00000164332	UBLCP1	305	320	315	346	363	348
ENSG00000164338	UTP15	535	513	532	378	406	392
ENSG00000164342	TLR3	1	1	3	2	3	4
ENSG00000164344	KLKB1	0	0	0	0	1	1
ENSG00000164346	NSA2	1974	1949	2181	2372	2356	2360
ENSG00000164347	GFM2	715	787	816	743	823	774
ENSG00000164362	TERT	44	45	30	16	19	24
ENSG00000164366	CCDC127	255	229	284	298	305	245
ENSG00000164385	LINC01600	9	4	7	0	3	5
ENSG00000164398	ACSL6	4	6	3	4	7	9
ENSG00000164400	CSF2	3	5	4	4	0	2
ENSG00000164402	SEPT8	836	846	805	367	393	380
ENSG00000164403	SHROOM1	3	1	3	1	4	2
ENSG00000164404	GDF9	8	11	12	15	23	22
ENSG00000164405	UQCRQ	722	686	887	526	577	548
ENSG00000164406	LEAP2	19	25	10	42	31	31
ENSG00000164411	GJB7	1	0	0	0	2	1
ENSG00000164414	SLC35A1	143	152	183	182	172	167
ENSG00000164430	MB21D1	363	362	419	707	644	651
ENSG00000164440	TXLNB	8	9	9	16	13	15
ENSG00000164442	CITED2	2314	2426	2441	1204	1257	1167
ENSG00000164451	FAM26D	0	0	0	0	0	1
ENSG00000164463	CREBRF	401	376	377	1546	1445	1541
ENSG00000164465	DCBLD1	249	284	291	287	314	289
ENSG00000164483	SAMD3	0	0	1	0	1	0
ENSG00000164485	IL22RA2	0	0	0	1	0	0
ENSG00000164494	PDSS2	356	306	323	594	588	578
ENSG00000164506	STXBP5	1519	1461	1439	1738	1691	1706
ENSG00000164509	IL31RA	0	0	0	0	1	1
ENSG00000164512	ANKRD55	9	1	8	7	0	10
ENSG00000164520	RAET1E	51	49	51	53	45	45
ENSG00000164530	PI16	1	2	2	2	0	1
ENSG00000164535	DAGLB	1269	1433	1319	1332	1401	1260
ENSG00000164542	KIAA0895	14	18	19	24	34	23
ENSG00000164543	STK17A	374	369	411	743	689	743
ENSG00000164548	TRA2A	854	999	864	1161	1207	1161
ENSG00000164556	FAM183B	1	3	0	1	2	0
ENSG00000164574	GALNT10	904	930	932	753	786	733
ENSG00000164576	SAP30L	706	789	738	592	612	620
ENSG00000164587	RPS14	26653	27564	30226	29270	30677	29314
ENSG00000164591	MYOZ3	375	388	434	106	118	99
ENSG00000164597	COG5	935	940	912	1207	1310	1330
ENSG00000164603	C7orf60	408	413	432	795	778	822
ENSG00000164604	GPR85	119	119	117	63	68	55
ENSG00000164609	SLU7	1171	1201	1287	2759	2695	2625
ENSG00000164610	RP9	197	206	225	285	306	264
ENSG00000164611	PTTG1	781	722	847	563	609	542
ENSG00000164615	CAMLG	1071	1045	1058	1478	1505	1503
ENSG00000164619	BMPER	0	0	0	0	1	0
ENSG00000164620	RELL2	256	325	272	123	145	135
ENSG00000164626	KCNK5	885	868	990	619	674	627
ENSG00000164627	KIF6	8	14	9	9	12	7
ENSG00000164631	ZNF12	737	751	724	682	632	556
ENSG00000164638	SLC29A4	25	17	20	9	9	8
ENSG00000164649	CDCA7L	1618	1634	1611	969	1028	951
ENSG00000164651	SP8	0	0	0	0	1	0
ENSG00000164654	MIOS	786	767	792	829	878	846
ENSG00000164659	KIAA1324L	10	11	8	4	16	7
ENSG00000164663	USP49	241	239	188	213	236	221
ENSG00000164669	INTS4P1	0	1	1	3	3	2
ENSG00000164674	SYTL3	128	123	130	1198	1208	1232
ENSG00000164675	IQUB	2	3	3	0	4	7
ENSG00000164683	HEY1	271	277	286	150	157	171
ENSG00000164684	ZNF704	395	435	365	467	538	503
ENSG00000164687	FABP5	1130	1137	1216	348	350	325
ENSG00000164690	SHH	2	2	4	0	3	1
ENSG00000164691	TAGAP	312	316	291	299	276	268
ENSG00000164692	COL1A2	0	0	1	0	1	1
ENSG00000164707	SLC13A4	12	23	11	10	9	7
ENSG00000164713	BRI3	384	425	396	432	446	431
ENSG00000164715	LMTK2	328	375	326	481	524	457
ENSG00000164733	CTSB	2622	2652	2944	2564	2659	2583
ENSG00000164741	DLC1	1176	1221	1114	1357	1417	1293
ENSG00000164742	ADCY1	5	4	8	4	2	0
ENSG00000164744	SUN3	0	0	0	0	1	0
ENSG00000164751	PEX2	648	628	758	944	930	959
ENSG00000164754	RAD21	7016	7032	6744	8364	8556	8401
ENSG00000164756	SLC30A8	0	0	0	0	0	1
ENSG00000164758	MED30	545	500	621	824	795	843
ENSG00000164764	SBSPON	7	9	7	5	8	9
ENSG00000164776	PHKG1	17	23	14	15	16	9
ENSG00000164796	CSMD3	0	1	0	0	0	0
ENSG00000164808	SPIDR	1460	1598	1494	1490	1607	1466
ENSG00000164815	ORC5	332	354	353	849	791	781
ENSG00000164818	DNAAF5	901	995	919	357	341	306
ENSG00000164823	OSGIN2	1112	1173	1134	1209	1201	1194
ENSG00000164828	SUN1	1296	1394	1240	786	761	795
ENSG00000164830	OXR1	859	766	847	1164	1080	1231
ENSG00000164841	TMEM74	1	0	0	1	0	0
ENSG00000164845	FAM86FP	11	9	11	9	3	4
ENSG00000164849	GPR146	30	24	22	83	80	88
ENSG00000164850	GPER1	2	1	1	0	0	0
ENSG00000164853	UNCX	0	1	1	1	0	0
ENSG00000164855	TMEM184A	14	19	13	16	8	7
ENSG00000164867	NOS3	0	3	0	3	5	1
ENSG00000164877	MICALL2	1152	1566	1077	607	697	515
ENSG00000164879	CA3	1	1	0	2	4	3
ENSG00000164880	INTS1	3027	3438	2993	2502	2822	2558
ENSG00000164885	CDK5	596	578	645	456	570	522
ENSG00000164889	SLC4A2	1845	1884	1954	1883	1981	1907
ENSG00000164896	FASTK	1023	1237	1120	1049	1107	1029
ENSG00000164897	TMUB1	478	483	560	388	461	407
ENSG00000164898	C7orf55	28	27	32	34	52	30
ENSG00000164902	PHAX	707	700	721	912	822	886
ENSG00000164904	ALDH7A1	275	279	277	237	214	216
ENSG00000164916	FOXK1	1414	1635	1311	724	883	760
ENSG00000164919	COX6C	2276	2283	2603	1571	1646	1546
ENSG00000164920	OSR2	2	3	2	0	2	3
ENSG00000164924	YWHAZ	12842	12727	13080	18177	17993	18269
ENSG00000164929	BAALC	2524	2923	2659	1717	1831	1711
ENSG00000164930	FZD6	683	703	621	521	510	518
ENSG00000164932	CTHRC1	8	8	10	1	3	1
ENSG00000164933	SLC25A32	1509	1487	1614	1286	1264	1268
ENSG00000164934	DCAF13	1979	2178	2243	1802	1920	1795
ENSG00000164935	DCSTAMP	24	23	17	68	60	60
ENSG00000164938	TP53INP1	177	213	167	102	96	77
ENSG00000164941	INTS8	2303	2292	2334	2819	2835	2921
ENSG00000164944	KIAA1429	2183	2289	2214	2996	3125	3071
ENSG00000164949	GEM	0	2	0	0	2	0
ENSG00000164951	PDP1	965	970	917	930	956	942
ENSG00000164953	TMEM67	184	179	187	204	241	210
ENSG00000164961	KIAA0196	2005	2089	1951	2143	2240	2149
ENSG00000164967	RPP25L	188	186	190	226	204	197
ENSG00000164970	FAM219A	165	191	168	230	258	245
ENSG00000164972	C9orf24	0	1	0	1	0	0
ENSG00000164975	SNAPC3	540	540	564	429	515	450
ENSG00000164976	KIAA1161	61	61	63	23	31	14
ENSG00000164978	NUDT2	343	306	345	396	427	415
ENSG00000164983	TMEM65	814	855	753	610	584	639
ENSG00000164985	PSIP1	1897	1944	1934	2413	2374	2483
ENSG00000164989	CCDC171	158	148	134	324	348	337
ENSG00000165006	UBAP1	1022	987	1117	1976	2180	2152
ENSG00000165025	SYK	1251	1197	1259	992	991	969
ENSG00000165028	NIPSNAP3B	30	41	50	55	48	56
ENSG00000165029	ABCA1	10	13	4	5	7	4
ENSG00000165030	NFIL3	298	320	352	872	909	871
ENSG00000165046	LETM2	74	76	58	162	186	180
ENSG00000165055	METTL2B	625	665	681	476	489	482
ENSG00000165060	FXN	225	219	201	84	96	99
ENSG00000165071	TMEM71	49	59	41	108	106	112
ENSG00000165072	MAMDC2	0	1	0	0	0	1
ENSG00000165076	PRSS37	0	2	0	0	2	1
ENSG00000165078	CPA6	1	1	1	2	3	1
ENSG00000165092	ALDH1A1	75	67	56	73	51	59
ENSG00000165097	KDM1B	768	801	718	664	703	655
ENSG00000165102	HGSNAT	2275	2218	2034	1843	2004	1804
ENSG00000165105	RASEF	6	9	4	2	4	1
ENSG00000165113	GKAP1	22	14	23	83	95	101
ENSG00000165115	KIF27	16	26	29	43	46	36
ENSG00000165118	C9orf64	1	1	1	1	2	0
ENSG00000165119	HNRNPK	9539	9928	10086	8024	8597	8001
ENSG00000165120	SSMEM1	0	0	0	1	1	0
ENSG00000165121	na	41	40	50	127	153	123
ENSG00000165124	SVEP1	1	2	0	0	1	0
ENSG00000165125	TRPV6	1	1	0	5	2	1
ENSG00000165131	C7orf34	0	0	1	0	0	0
ENSG00000165156	ZHX1	2204	2101	2080	1828	1803	1911
ENSG00000165164	CFAP47	2	1	1	1	0	0
ENSG00000165168	CYBB	23	21	22	15	19	19
ENSG00000165171	WBSCR27	0	1	0	0	0	0
ENSG00000165175	MID1IP1	675	745	755	828	819	792
ENSG00000165178	NCF1C	38	29	38	26	33	30
ENSG00000165182	CXorf58	0	2	0	3	1	3
ENSG00000165185	KIAA1958	410	409	360	440	517	493
ENSG00000165188	RNF183	0	1	0	0	0	1
ENSG00000165195	PIGA	182	190	156	214	223	232
ENSG00000165197	FIGF	0	1	0	5	3	4
ENSG00000165209	STRBP	652	613	637	797	834	808
ENSG00000165219	GAPVD1	793	794	767	671	765	696
ENSG00000165233	C9orf89	167	203	194	153	140	114
ENSG00000165240	ATP7A	304	295	291	359	369	345
ENSG00000165244	ZNF367	225	233	229	78	75	76
ENSG00000165264	NDUFB6	494	444	534	333	387	344
ENSG00000165269	AQP7	0	1	0	0	0	0
ENSG00000165271	NOL6	2081	2447	2079	862	956	818
ENSG00000165272	AQP3	31	23	34	19	23	24
ENSG00000165275	TRMT10B	269	240	247	394	403	423
ENSG00000165280	VCP	5702	6067	5945	5510	5765	5509
ENSG00000165282	PIGO	754	860	735	744	775	774
ENSG00000165283	STOML2	2003	2114	2262	1695	1808	1695
ENSG00000165288	BRWD3	926	983	791	859	943	838
ENSG00000165300	SLITRK5	13	10	6	7	1	5
ENSG00000165304	MELK	353	316	318	253	269	250
ENSG00000165312	OTUD1	10	2	2	2	5	5
ENSG00000165322	ARHGAP12	368	413	355	430	416	372
ENSG00000165323	FAT3	0	0	0	1	1	1
ENSG00000165338	HECTD2	1	0	0	1	0	0
ENSG00000165355	FBXO33	293	299	261	582	599	572
ENSG00000165359	DDX26B	806	864	772	921	919	868
ENSG00000165389	SPTSSA	446	450	439	360	267	306
ENSG00000165392	WRN	881	968	899	960	1006	867
ENSG00000165406	MARCH8	531	538	568	437	438	447
ENSG00000165409	TSHR	0	0	0	1	0	0
ENSG00000165410	CFL2	180	189	179	144	164	160
ENSG00000165416	SUGT1	969	937	974	1526	1459	1566
ENSG00000165417	GTF2A1	1379	1351	1255	1189	1205	1256
ENSG00000165424	ZCCHC24	27	30	30	52	47	48
ENSG00000165434	PGM2L1	528	560	516	627	623	633
ENSG00000165449	SLC16A9	23	22	20	12	8	12
ENSG00000165457	FOLR2	1	2	1	1	2	1
ENSG00000165458	INPPL1	5368	6338	5235	4943	5575	4980
ENSG00000165475	CRYL1	259	285	270	318	319	314
ENSG00000165476	REEP3	621	629	613	719	653	752
ENSG00000165480	SKA3	653	624	678	497	528	477
ENSG00000165487	MICU2	686	674	700	866	875	854
ENSG00000165490	DDIAS	842	812	830	648	686	634
ENSG00000165494	PCF11	2563	2666	2399	3821	3872	3787
ENSG00000165501	LRR1	445	437	465	391	372	370
ENSG00000165502	RPL36AL	2401	2449	2699	2008	1962	1954
ENSG00000165506	DNAAF2	537	573	620	344	364	301
ENSG00000165507	C10orf10	6	4	4	5	10	5
ENSG00000165511	C10orf25	257	232	274	203	212	193
ENSG00000165512	ZNF22	912	920	972	806	735	765
ENSG00000165516	KLHDC2	580	581	603	715	694	718
ENSG00000165525	NEMF	1028	1089	966	1227	1199	1120
ENSG00000165526	RPUSD4	1444	1514	1465	1316	1369	1321
ENSG00000165527	ARF6	2066	2034	2106	2628	2631	2524
ENSG00000165533	TTC8	3	6	2	3	8	2
ENSG00000165548	TMEM63C	0	1	0	0	0	1
ENSG00000165555	NOXRED1	16	5	10	18	35	32
ENSG00000165568	AKR1E2	15	23	22	18	19	22
ENSG00000165572	KBTBD6	403	402	400	209	201	196
ENSG00000165591	FAAH2	0	0	0	2	1	4
ENSG00000165609	NUDT5	1490	1443	1608	1383	1421	1308
ENSG00000165617	DACT1	0	0	0	0	2	0
ENSG00000165629	ATP5C1	3041	3126	3383	3223	3439	3289
ENSG00000165630	PRPF18	118	124	128	199	171	182
ENSG00000165632	TAF3	310	294	314	430	453	490
ENSG00000165633	VSTM4	0	2	0	0	0	0
ENSG00000165637	VDAC2	2915	3070	3150	3582	3555	3660
ENSG00000165644	COMTD1	47	69	68	37	39	32
ENSG00000165646	SLC18A2	838	868	870	510	587	520
ENSG00000165650	PDZD8	2267	2353	2049	1391	1512	1389
ENSG00000165655	ZNF503	1	0	0	1	0	1
ENSG00000165660	FAM175B	692	727	696	1224	1173	1247
ENSG00000165661	QSOX2	628	749	595	810	765	720
ENSG00000165669	FAM204A	640	596	664	1070	1095	1066
ENSG00000165671	NSD1	2468	2545	2132	2276	2441	2107
ENSG00000165672	PRDX3	3030	3067	3421	2415	2448	2427
ENSG00000165675	ENOX2	474	410	429	485	521	488
ENSG00000165678	GHITM	3379	3356	3643	3775	3802	3895
ENSG00000165682	CLEC1B	1	2	1	1	5	1
ENSG00000165684	SNAPC4	376	441	347	209	226	152
ENSG00000165685	TMEM52B	30	28	40	61	56	61
ENSG00000165688	PMPCA	757	823	839	358	374	318
ENSG00000165689	SDCCAG3	723	864	763	454	470	427
ENSG00000165694	FRMD7	0	0	1	0	0	0
ENSG00000165695	AK8	1	1	0	1	0	1
ENSG00000165698	C9orf9	18	26	23	12	15	19
ENSG00000165699	TSC1	378	468	374	495	510	415
ENSG00000165702	GFI1B	891	915	994	211	233	214
ENSG00000165704	HPRT1	1008	957	1112	803	762	751
ENSG00000165714	LOH12CR1	168	178	187	149	167	167
ENSG00000165716	FAM69B	590	622	696	429	494	436
ENSG00000165724	ZMYND19	407	464	501	141	174	149
ENSG00000165730	STOX1	2	3	2	5	7	5
ENSG00000165731	RET	78	78	65	188	187	194
ENSG00000165732	DDX21	7722	7760	7624	4438	4824	4483
ENSG00000165733	BMS1	2030	2118	2060	1943	2103	1774
ENSG00000165752	STK32C	634	637	727	348	388	366
ENSG00000165757	KIAA1462	90	111	94	61	58	64
ENSG00000165775	FUNDC2	793	863	942	531	532	502
ENSG00000165782	TMEM55B	586	640	622	556	583	613
ENSG00000165792	METTL17	808	1001	847	678	772	680
ENSG00000165794	SLC39A2	0	0	1	1	1	0
ENSG00000165795	NDRG2	164	172	187	69	84	73
ENSG00000165799	RNASE7	1	4	1	2	1	0
ENSG00000165801	ARHGEF40	1037	1083	1032	743	827	787
ENSG00000165802	NSMF	124	149	138	107	117	92
ENSG00000165804	ZNF219	291	302	282	283	283	277
ENSG00000165805	C12orf50	20	21	10	16	10	12
ENSG00000165806	CASP7	298	267	279	404	393	391
ENSG00000165807	PPP1R36	2	2	3	6	3	4
ENSG00000165813	CCDC186	43	44	36	61	63	72
ENSG00000165819	METTL3	1150	1406	1137	987	1022	926
ENSG00000165828	PRAP1	2	0	2	0	0	1
ENSG00000165832	TRUB1	487	496	498	701	637	670
ENSG00000165837	ERICH6B	1	2	1	3	0	0
ENSG00000165861	ZFYVE1	451	491	455	613	600	590
ENSG00000165868	HSPA12A	1	0	0	0	0	0
ENSG00000165874	FAM35BP	23	43	26	46	40	27
ENSG00000165879	FRAT1	214	223	218	307	315	316
ENSG00000165886	UBTD1	110	121	117	117	125	151
ENSG00000165887	ANKRD2	1	1	1	1	3	2
ENSG00000165891	E2F7	0	0	2	0	0	0
ENSG00000165895	ARHGAP42	0	0	0	0	1	0
ENSG00000165898	ISCA2	273	253	325	319	286	305
ENSG00000165905	GYLTL1B	39	44	30	11	19	22
ENSG00000165912	PACSIN3	51	51	56	27	38	35
ENSG00000165914	TTC7B	1346	1265	1240	1328	1341	1283
ENSG00000165915	SLC39A13	569	694	576	381	449	367
ENSG00000165916	PSMC3	1591	1620	1771	1563	1690	1586
ENSG00000165917	RAPSN	6	5	1	2	3	5
ENSG00000165923	AGBL2	2	3	1	3	2	1
ENSG00000165929	TC2N	0	0	0	0	0	1
ENSG00000165934	CPSF2	1885	1859	1906	2329	2371	2401
ENSG00000165935	SMCO2	4	4	4	6	5	8
ENSG00000165943	MOAP1	437	465	443	525	506	506
ENSG00000165948	IFI27L1	121	131	120	118	111	102
ENSG00000165949	IFI27	3	3	0	1	0	2
ENSG00000165953	SERPINA12	0	0	0	0	1	0
ENSG00000165959	CLMN	12	11	7	31	25	25
ENSG00000165972	CCDC38	2	1	0	0	0	1
ENSG00000165983	PTER	382	391	381	526	530	498
ENSG00000165985	C1QL3	1	1	0	0	1	1
ENSG00000165995	CACNB2	11	9	7	17	13	17
ENSG00000165996	HACD1	446	504	507	473	491	438
ENSG00000165997	ARL5B	838	781	721	1082	1127	1139
ENSG00000166002	SMCO4	0	1	0	1	0	0
ENSG00000166004	CEP295	856	931	813	1163	1195	1093
ENSG00000166012	TAF1D	5606	6182	5503	12631	12665	12684
ENSG00000166016	ABTB2	291	288	299	194	216	182
ENSG00000166024	R3HCC1L	399	407	406	873	893	885
ENSG00000166025	AMOTL1	143	111	113	54	73	66
ENSG00000166035	LIPC	0	0	0	0	1	0
ENSG00000166037	CEP57	3125	3216	3272	7177	7207	7373
ENSG00000166046	TCP11L2	39	47	39	98	76	93
ENSG00000166068	SPRED1	302	294	306	240	251	253
ENSG00000166073	GPR176	5	3	6	6	3	9
ENSG00000166086	JAM3	722	762	704	373	402	382
ENSG00000166091	CMTM5	86	103	94	70	95	88
ENSG00000166106	ADAMTS15	0	0	0	1	1	2
ENSG00000166123	GPT2	273	277	307	1782	1812	1768
ENSG00000166126	AMN	87	94	115	34	48	57
ENSG00000166128	RAB8B	635	576	631	895	889	963
ENSG00000166130	IKBIP	332	338	376	209	200	219
ENSG00000166133	RPUSD2	321	340	343	220	275	244
ENSG00000166135	HIF1AN	1342	1512	1308	1617	1772	1555
ENSG00000166136	NDUFB8	185	257	236	157	162	135
ENSG00000166140	ZFYVE19	505	607	552	793	724	676
ENSG00000166143	PPP1R14D	0	2	1	0	0	1
ENSG00000166145	SPINT1	96	121	113	48	43	47
ENSG00000166147	FBN1	5	6	8	4	4	3
ENSG00000166153	DEPDC4	18	22	26	52	33	44
ENSG00000166159	LRTM2	8	9	7	3	3	0
ENSG00000166164	BRD7	1716	1861	1877	1451	1452	1343
ENSG00000166165	CKB	1809	1958	2036	1286	1513	1285
ENSG00000166166	TRMT61A	810	834	991	430	461	473
ENSG00000166167	BTRC	518	507	477	567	624	581
ENSG00000166169	POLL	511	543	510	767	803	811
ENSG00000166170	BAG5	1350	1254	1236	1095	1122	1048
ENSG00000166171	DPCD	98	99	128	93	83	72
ENSG00000166181	API5	2682	2668	2673	2589	2670	2746
ENSG00000166183	ASPG	2	2	2	3	2	2
ENSG00000166188	ZNF319	219	226	224	245	256	265
ENSG00000166189	HPS6	906	887	929	646	657	655
ENSG00000166192	SENP8	91	82	82	139	144	143
ENSG00000166197	NOLC1	6351	6910	6382	2275	2381	2138
ENSG00000166199	ALKBH3	431	422	455	790	837	787
ENSG00000166200	COPS2	1402	1342	1493	1852	1722	1983
ENSG00000166211	SPIC	0	0	0	0	1	0
ENSG00000166224	SGPL1	399	373	389	649	703	701
ENSG00000166225	FRS2	358	348	330	422	517	478
ENSG00000166226	CCT2	6434	6413	7178	7329	7578	7518
ENSG00000166228	PCBD1	130	146	152	138	146	171
ENSG00000166233	ARIH1	1453	1545	1465	2189	2346	2252
ENSG00000166246	C16orf71	4	4	3	8	3	6
ENSG00000166250	CLMP	9	10	4	3	7	5
ENSG00000166257	SCN3B	0	0	0	0	0	1
ENSG00000166260	COX11	533	508	522	556	554	544
ENSG00000166261	ZNF202	738	836	723	665	682	687
