id	sym	MRTrep1	MRTrep2	MRTrep3	Controlrep1	Controlrep2	Controlrep3
ENSG00000183535	COL18A1-AS1	0	0	0	0	0	0
ENSG00000183542	KLRC4	0	0	0	0	0	0
ENSG00000183549	ACSM5	0	0	0	0	0	0
ENSG00000183559	C10orf120	0	0	0	0	0	0
ENSG00000183566	BPIFA4P	0	0	0	0	0	0
ENSG00000183569	SERHL2	86	23	104	50	93	60
ENSG00000183570	PCBP3	2	1	0	0	0	0
ENSG00000183571	PGPEP1L	0	0	0	0	0	0
ENSG00000183576	SETD3	332	262	404	542	179	267
ENSG00000183578	TNFAIP8L3	3	2	4	2	3	0
ENSG00000183579	ZNRF3	50	9	43	41	44	35
ENSG00000183580	FBXL7	0	0	1	1	0	0
ENSG00000183586	HMGN3P1	3	0	1	2	2	1
ENSG00000183597	TANGO2	47	24	51	46	33	24
ENSG00000183598	HIST2H3D	0	0	0	1	0	0
ENSG00000183605	SFXN4	2387	1013	2934	2565	2828	2035
ENSG00000183607	GKN2	0	0	0	0	0	0
ENSG00000183615	FAM167B	0	0	3	1	1	0
ENSG00000183617	MRPL54	521	253	607	510	632	445
ENSG00000183621	ZNF438	134	91	172	266	161	163
ENSG00000183624	HMCES	151	101	221	224	93	124
ENSG00000183625	CCR3	2	0	1	2	1	4
ENSG00000183628	DGCR6	6	4	6	9	1	10
ENSG00000183629	GOLGA8G	0	0	1	0	1	0
ENSG00000183632	TP53TG3	0	0	0	0	0	0
ENSG00000183638	RP1L1	3	1	7	5	0	0
ENSG00000183640	KRTAP8-1	0	0	0	0	0	0
ENSG00000183643	C15orf32	0	0	0	0	0	0
ENSG00000183644	C11orf88	0	0	0	0	0	0
ENSG00000183647	ZNF530	15	13	16	18	10	14
ENSG00000183648	NDUFB1	1275	1242	1604	1342	879	807
ENSG00000183654	MARCH11	0	0	0	0	0	0
ENSG00000183655	KLHL25	2	3	2	0	3	3
ENSG00000183662	FAM19A1	0	0	0	0	0	0
ENSG00000183665	TRMT12	792	238	843	639	828	510
ENSG00000183666	GUSBP1	20	9	18	11	18	15
ENSG00000183668	PSG9	0	0	0	0	0	0
ENSG00000183671	GPR1	0	0	0	0	0	0
ENSG00000183674	LINC00518	0	0	0	0	0	0
ENSG00000183682	BMP8A	0	0	0	1	0	1
ENSG00000183684	ALYREF	2421	771	2801	1582	2126	1641
ENSG00000183688	FAM101B	4600	1921	4510	4035	4358	3669
ENSG00000183690	EFHC2	0	0	1	0	0	0
ENSG00000183691	NOG	230	93	245	143	173	144
ENSG00000183695	MRGPRX2	0	0	0	0	0	0
ENSG00000183696	UPP1	5	4	12	4	5	2
ENSG00000183704	SLC9B1P1	0	0	0	0	0	0
ENSG00000183706	OR4N4	0	0	0	0	0	0
ENSG00000183709	IFNL2	0	0	0	0	0	0
ENSG00000183715	OPCML	0	0	0	0	0	0
ENSG00000183718	TRIM52	76	46	113	85	77	72
ENSG00000183722	LHFP	20	2	14	7	10	5
ENSG00000183723	CMTM4	73	51	94	86	67	77
ENSG00000183726	TMEM50A	98	51	85	109	64	75
ENSG00000183729	NPBWR1	0	0	0	0	0	0
ENSG00000183733	FIGLA	0	0	0	0	0	0
ENSG00000183734	ASCL2	66	30	78	29	38	20
ENSG00000183735	TBK1	55	36	54	61	57	40
ENSG00000183741	CBX6	4212	2165	5019	4658	2809	2866
ENSG00000183742	MACC1	1	1	0	0	0	0
ENSG00000183747	ACSM2A	0	0	2	0	0	0
ENSG00000183751	TBL3	78	57	99	85	106	92
ENSG00000183753	BPY2	0	0	0	0	0	0
ENSG00000183762	KREMEN1	2	0	2	3	2	3
ENSG00000183763	TRAIP	202	80	257	256	256	199
ENSG00000183765	CHEK2	15	33	25	29	17	14
ENSG00000183770	FOXL2	0	0	0	1	0	0
ENSG00000183773	AIFM3	47	22	43	24	26	19
ENSG00000183775	KCTD16	3	0	2	1	4	1
ENSG00000183778	B3GALT5	0	0	0	2	0	0
ENSG00000183779	ZNF703	322	139	360	179	198	157
ENSG00000183780	SLC35F3	0	0	0	0	1	0
ENSG00000183783	KCTD8	0	0	1	0	0	0
ENSG00000183784	C9orf66	35	14	51	38	40	43
ENSG00000183785	TUBA8	1	1	2	0	1	1
ENSG00000183791	TCEB3C	0	0	0	0	0	0
ENSG00000183793	NPIPA5	0	0	0	0	0	0
ENSG00000183795	BPY2B	0	0	0	0	0	0
ENSG00000183798	EMILIN3	0	0	0	0	0	0
ENSG00000183801	OLFML1	32	4	12	16	23	10
ENSG00000183807	FAM162B	2	0	0	0	0	0
ENSG00000183808	RBM12B	281	130	227	234	164	156
ENSG00000183813	CCR4	13	4	3	0	4	2
ENSG00000183814	LIN9	26	9	15	57	32	26
ENSG00000183826	BTBD9	184	84	170	120	143	129
ENSG00000183828	NUDT14	63	61	104	45	58	39
ENSG00000183831	ANKRD45	74	27	69	39	77	55
ENSG00000183833	MAATS1	1	0	0	0	0	0
ENSG00000183837	PNMA3	2	0	1	1	0	0
ENSG00000183840	GPR39	0	0	0	0	0	0
ENSG00000183844	FAM3B	0	0	0	0	0	0
ENSG00000183850	ZNF730	0	0	0	0	0	0
ENSG00000183853	KIRREL	1	0	0	0	0	0
ENSG00000183856	IQGAP3	302	89	264	172	270	219
ENSG00000183862	CNGA2	0	0	0	0	0	0
ENSG00000183864	TOB2	330	220	345	308	243	259
ENSG00000183873	SCN5A	1	0	0	0	0	0
ENSG00000183876	ARSI	13	1	8	0	1	3
ENSG00000183878	UTY	87	30	108	57	79	62
ENSG00000183888	C1orf64	0	0	0	0	1	0
ENSG00000183891	TTC32	165	64	127	119	113	93
ENSG00000183908	LRRC55	0	0	0	0	0	0
ENSG00000183909	OR4G2P	0	0	0	1	0	0
ENSG00000183911	RPL21P132	0	0	0	0	0	0
ENSG00000183914	DNAH2	1	1	1	0	3	0
ENSG00000183918	SH2D1A	0	0	0	0	0	0
ENSG00000183921	SDR42E2	3	5	4	2	6	6
ENSG00000183929	DUSP5P1	116	36	100	57	70	48
ENSG00000183935	HTR7P1	1	0	2	0	0	3
ENSG00000183938	TRBV21OR9-2	0	0	0	0	0	0
ENSG00000183943	PRKX	605	415	732	726	600	460
ENSG00000183955	KMT5A	170	62	186	171	130	122
ENSG00000183960	KCNH8	0	0	0	0	0	0
ENSG00000183963	SMTN	79	42	85	59	108	63
ENSG00000183971	NPW	21	7	18	13	23	10
ENSG00000183977	PP2D1	1	0	1	1	0	0
ENSG00000183978	COA3	849	360	971	568	618	521
ENSG00000183979	NPB	0	0	0	0	0	0
ENSG00000183981	MAGEA13P	0	0	0	0	0	0
ENSG00000184005	ST6GALNAC3	5	3	6	23	19	10
ENSG00000184007	PTP4A2	2253	1006	2318	1903	1699	1473
ENSG00000184009	ACTG1	11417	27679	22127	33971	6427	10518
ENSG00000184012	TMPRSS2	0	0	0	0	0	0
ENSG00000184014	DENND5A	427	128	380	238	344	246
ENSG00000184022	OR2T10	0	0	0	0	0	0
ENSG00000184029	DSCR4	0	0	0	0	0	0
ENSG00000184032	KRTAP20-2	0	0	0	0	0	0
ENSG00000184033	CTAG1B	0	0	0	0	0	0
ENSG00000184047	DIABLO	3	0	3	3	0	2
ENSG00000184055	OR7E87P	0	0	0	0	0	0
ENSG00000184056	VPS33B	203	66	198	150	175	139
ENSG00000184058	TBX1	22	4	23	11	15	14
ENSG00000184060	ADAP2	276	99	253	110	117	106
ENSG00000184076	UQCR10	1132	603	1201	825	1114	772
ENSG00000184083	FAM120C	125	55	132	110	106	87
ENSG00000184100	BRD7P2	19	8	11	10	8	8
ENSG00000184106	TREML3P	1	1	1	2	5	2
ENSG00000184108	TRIML1	0	0	0	0	0	1
ENSG00000184110	EIF3C	13	3	12	10	9	7
ENSG00000184113	CLDN5	0	0	0	0	0	0
ENSG00000184117	NIPSNAP1	344	133	405	510	388	360
ENSG00000184139	RPL7AP28	0	0	0	0	0	0
ENSG00000184140	OR4F6	0	0	0	0	0	0
ENSG00000184144	CNTN2	0	0	1	1	2	0
ENSG00000184148	SPRR4	0	0	0	0	0	0
ENSG00000184154	LRTOMT	54	24	80	45	30	36
ENSG00000184155	OR10J5	0	0	0	0	0	0
ENSG00000184156	KCNQ3	1	3	2	0	1	1
ENSG00000184160	ADRA2C	0	0	0	0	0	0
ENSG00000184162	NR2C2AP	19	28	39	48	19	12
ENSG00000184163	FAM132A	2	3	0	0	2	2
ENSG00000184164	CRELD2	335	136	421	262	196	241
ENSG00000184166	OR1D2	0	0	0	0	0	0
ENSG00000184178	SCFD2	182	50	165	119	159	136
ENSG00000184182	UBE2F	394	133	389	280	319	247
ENSG00000184185	KCNJ12	0	0	0	0	0	0
ENSG00000184194	GPR173	3	0	1	1	3	1
ENSG00000184203	PPP1R2	196	106	213	183	149	117
ENSG00000184205	TSPYL2	69	19	41	41	50	57
ENSG00000184206	GOLGA6L4	0	0	0	1	0	0
ENSG00000184207	PGP	253	143	320	359	226	249
ENSG00000184208	C22orf46	37	25	46	32	33	27
ENSG00000184209	SNRNP35	2110	796	2197	1520	2058	1388
ENSG00000184210	DGAT2L6	0	0	0	0	0	0
ENSG00000184216	IRAK1	1515	722	1808	1216	1336	1107
ENSG00000184220	CMSS1	555	275	683	771	745	687
ENSG00000184221	OLIG1	14	17	15	21	14	6
ENSG00000184224	C11orf72	0	0	1	0	0	0
ENSG00000184226	PCDH9	147	62	146	108	117	95
ENSG00000184227	ACOT1	2	0	2	1	0	0
ENSG00000184232	OAF	261	185	351	408	187	247
ENSG00000184254	ALDH1A3	0	5	2	1	2	2
ENSG00000184258	CDR1	0	0	0	0	0	0
ENSG00000184260	HIST2H2AC	60	24	73	81	138	102
ENSG00000184261	KCNK12	14	5	15	10	9	11
ENSG00000184270	HIST2H2AB	25	20	23	22	21	23
ENSG00000184271	POU6F1	122	41	123	125	144	103
ENSG00000184274	LINC00315	0	1	2	0	0	0
ENSG00000184276	DEFB108B	0	0	0	0	0	0
ENSG00000184277	TM2D3	163	137	194	215	124	123
ENSG00000184281	TSSC4	1887	628	2330	1337	2115	1306
ENSG00000184292	TACSTD2	0	0	0	0	0	0
ENSG00000184293	CLECL1	629	285	644	421	359	334
ENSG00000184302	SIX6	0	0	0	0	0	1
ENSG00000184303	DRD5P1	0	0	0	0	0	1
ENSG00000184304	PRKD1	0	0	0	0	0	0
ENSG00000184305	CCSER1	0	0	0	0	0	0
ENSG00000184307	ZDHHC23	26	22	34	38	31	25
ENSG00000184313	MROH7	28	12	22	16	29	13
ENSG00000184321	OR51J1	0	0	0	0	0	0
ENSG00000184330	S100A7A	0	0	0	0	1	0
ENSG00000184343	SRPK3	11	3	11	2	6	0
ENSG00000184344	GDF3	0	0	0	0	0	0
ENSG00000184345	IQCF2	0	0	0	0	0	0
ENSG00000184347	SLIT3	1	0	0	0	1	0
ENSG00000184349	EFNA5	37	8	20	7	28	26
ENSG00000184350	MRGPRE	0	0	0	0	0	0
ENSG00000184351	KRTAP19-1	0	0	0	0	0	0
ENSG00000184357	HIST1H1B	122	58	97	195	176	164
ENSG00000184361	SPATA32	3	3	1	2	0	0
ENSG00000184363	PKP3	25	10	25	16	33	24
ENSG00000184368	MAP7D2	4	1	2	1	1	0
ENSG00000184371	CSF1	0	0	0	0	0	0
ENSG00000184374	COLEC10	1	0	0	0	0	0
ENSG00000184378	ACTRT3	11	1	15	10	15	16
ENSG00000184381	PLA2G6	32	20	37	28	36	22
ENSG00000184384	MAML2	3	1	1	3	9	6
ENSG00000184388	PABPC1L2B	0	0	0	0	0	0
ENSG00000184389	A3GALT2	0	0	0	0	0	0
ENSG00000184394	OR4N5	0	0	0	0	0	0
ENSG00000184402	SS18L1	118	44	133	80	116	97
ENSG00000184408	KCND2	0	0	0	0	0	0
ENSG00000184428	TOP1MT	7941	3231	9216	7020	6546	5788
ENSG00000184432	COPB2	501	261	515	542	406	403
ENSG00000184434	LRRC19	35	14	30	18	24	16
ENSG00000184436	THAP7	206	155	290	257	148	148
ENSG00000184445	KNTC1	85	62	88	95	73	69
ENSG00000184451	CCR10	26	8	25	25	22	15
ENSG00000184454	NCMAP	0	0	0	0	0	0
ENSG00000184459	BPIFC	1	0	0	0	0	0
ENSG00000184465	WDR27	79	51	83	51	58	62
ENSG00000184470	TXNRD2	155	73	157	107	158	111
ENSG00000184471	C1QTNF8	0	0	0	0	0	0
ENSG00000184478	OR56A3	0	0	0	0	0	0
ENSG00000184481	FOXO4	583	256	650	487	474	415
ENSG00000184486	POU3F2	1	0	4	0	2	0
ENSG00000184489	PTP4A3	6	3	7	13	7	6
ENSG00000184492	FOXD4L1	0	0	0	0	0	0
ENSG00000184497	TMEM255B	0	3	0	0	0	0
ENSG00000184500	PROS1	18	12	18	21	14	14
ENSG00000184502	GAST	0	0	0	0	0	0
ENSG00000184507	NUTM1	1	0	0	0	4	1
ENSG00000184508	HDDC3	7	1	5	7	10	10
ENSG00000184515	BEX5	0	0	0	1	0	0
ENSG00000184517	ZFP1	128	58	118	124	100	95
ENSG00000184523	PTGER4P2	0	0	0	0	0	0
ENSG00000184524	CEND1	4	0	0	0	1	0
ENSG00000184530	C6orf58	0	0	0	3	0	0
ENSG00000184544	DHRS7C	0	0	0	0	0	0
ENSG00000184545	DUSP8	2	0	1	1	2	2
ENSG00000184557	SOCS3	0	0	1	0	1	0
ENSG00000184560	C17orf74	0	0	0	0	0	0
ENSG00000184564	SLITRK6	0	0	0	0	0	0
ENSG00000184571	PIWIL3	0	0	0	0	0	0
ENSG00000184574	LPAR5	809	246	772	409	464	353
ENSG00000184575	XPOT	153	77	166	205	173	168
ENSG00000184584	TMEM173	2949	1103	2921	1931	2732	2007
ENSG00000184588	PDE4B	20	10	14	26	16	21
ENSG00000184599	FAM19A3	0	1	0	0	0	0
ENSG00000184601	C14orf180	0	0	0	0	0	0
ENSG00000184602	SNN	45	21	51	17	22	30
ENSG00000184611	KCNH7	0	0	0	0	0	1
ENSG00000184612	RPL7P26	0	0	0	0	3	0
ENSG00000184613	NELL2	0	0	0	1	0	0
ENSG00000184619	KRBA2	3	0	4	1	0	1
ENSG00000184624	ZNF72P	0	0	0	0	0	0
ENSG00000184634	MED12	235	125	298	242	265	253
ENSG00000184635	ZNF93	30	9	45	37	33	46
ENSG00000184640	SEPT9	908	635	1000	1309	746	797
ENSG00000184647	PRSS55	0	0	0	0	1	0
ENSG00000184650	ODF4	0	0	0	0	0	0
ENSG00000184659	FOXD4L4	0	0	0	0	0	0
ENSG00000184661	CDCA2	445	167	397	388	444	379
ENSG00000184669	OR7E14P	0	0	0	0	0	1
ENSG00000184672	RALYL	0	0	1	0	0	0
ENSG00000184675	AMER1	82	43	123	69	117	78
ENSG00000184677	ZBTB40	181	72	204	177	160	124
ENSG00000184678	HIST2H2BE	129	54	147	88	77	53
ENSG00000184697	CLDN6	0	0	0	1	1	0
ENSG00000184698	OR51M1	0	0	0	0	0	0
ENSG00000184702	SEPT5	4	7	9	9	14	2
ENSG00000184708	EIF4ENIF1	166	83	195	147	183	143
ENSG00000184709	LRRC26	0	0	0	0	0	0
ENSG00000184716	SERINC4	0	0	0	0	0	0
ENSG00000184719	RNLS	25	9	23	25	15	32
ENSG00000184724	KRTAP6-1	0	0	0	0	0	0
ENSG00000184730	APOBR	831	362	722	471	444	359
ENSG00000184731	FAM110C	0	0	0	1	0	1
ENSG00000184735	DDX53	0	0	1	0	0	0
ENSG00000184741	OR5AQ1P	0	0	0	0	0	0
ENSG00000184743	ATL3	421	188	436	406	378	301
ENSG00000184752	NDUFA12	389	216	396	411	476	312
ENSG00000184785	SMIM10	170	75	216	254	159	120
ENSG00000184786	TCTE3	0	0	0	0	0	1
ENSG00000184787	UBE2G2	1758	735	2144	1698	1667	1324
ENSG00000184788	SATL1	5	7	7	13	5	3
ENSG00000184789	OR4C10P	0	0	0	0	0	0
ENSG00000184792	OSBP2	11	10	4	8	6	2
ENSG00000184795	UNC93B5	0	0	0	0	0	0
ENSG00000184811	TUSC5	0	0	0	0	0	0
ENSG00000184814	PRR23B	0	0	0	0	0	0
ENSG00000184828	ZBTB7C	2	2	0	0	0	0
ENSG00000184831	APOO	44	18	44	37	78	83
ENSG00000184838	PRR16	18	6	31	23	17	18
ENSG00000184840	TMED9	12108	6055	15014	13965	10378	9299
ENSG00000184845	DRD1	0	0	0	0	0	0
ENSG00000184856	LINC00308	0	0	0	0	0	0
ENSG00000184857	TMEM186	84	36	86	57	89	66
ENSG00000184860	SDR42E1	0	0	0	0	0	0
ENSG00000184863	RBM33	1232	428	1176	969	1156	874
ENSG00000184867	ARMCX2	0	0	0	1	1	0
ENSG00000184887	BTBD6	41	39	82	46	26	30
ENSG00000184895	SRY	0	0	1	0	0	0
ENSG00000184897	H1FX	12958	4406	14079	9846	10977	8582
ENSG00000184898	RBM43	168	67	156	156	180	135
ENSG00000184900	SUMO3	12556	4592	12742	10416	10410	8277
ENSG00000184903	IMMP2L	143	46	161	192	156	113
ENSG00000184905	TCEAL2	0	0	0	0	0	0
ENSG00000184908	CLCNKB	0	0	1	0	0	0
ENSG00000184911	DMRTC1B	0	0	0	0	0	0
ENSG00000184916	JAG2	4	2	3	2	3	1
ENSG00000184922	FMNL1	235	182	272	232	192	164
ENSG00000184923	NUTM2A	0	0	0	0	0	0
ENSG00000184924	PTRHD1	1493	638	1616	1163	1193	913
ENSG00000184925	LCN12	1	0	1	0	2	0
ENSG00000184933	OR6A2	0	0	0	0	0	0
ENSG00000184937	WT1	41	52	67	96	68	63
ENSG00000184939	ZFP90	135	73	148	167	148	116
ENSG00000184945	AQP12A	0	0	0	0	0	0
ENSG00000184949	FAM227A	4	3	5	3	2	9
ENSG00000184954	OR6C70	0	0	0	0	0	0
ENSG00000184956	MUC6	12	1	6	3	2	4
ENSG00000184967	NOC4L	93	82	137	134	76	100
ENSG00000184979	USP18	14	4	22	14	16	21
ENSG00000184983	NDUFA6	1011	476	1025	1043	1118	849
ENSG00000184984	CHRM5	0	0	0	0	0	0
ENSG00000184985	SORCS2	45	25	44	54	34	31
ENSG00000184986	TMEM121	8	5	8	4	6	7
ENSG00000184988	TMEM106A	396	180	474	322	278	217
ENSG00000184990	SIVA1	4245	1620	4957	3523	3278	2775
ENSG00000184991	TTTY13	0	0	0	0	0	0
ENSG00000184992	BRI3BP	2608	1277	3053	2372	2219	1844
ENSG00000184995	IFNE	0	0	0	0	0	0
ENSG00000184999	SLC22A10	0	0	0	0	0	0
ENSG00000185000	DGAT1	722	441	887	528	557	503
ENSG00000185002	RFX6	0	0	0	0	0	0
ENSG00000185008	ROBO2	1	0	0	4	0	0
ENSG00000185009	AP3M1	166	78	170	135	211	130
ENSG00000185010	F8	85	34	104	142	100	107
ENSG00000185013	NT5C1B	0	0	0	0	0	0
ENSG00000185015	CA13	6	6	18	3	3	7
ENSG00000185019	UBOX5	26	16	32	26	24	23
ENSG00000185022	MAFF	36	13	27	42	36	36
ENSG00000185024	BRF1	685	246	690	469	607	471
ENSG00000185028	LRRC14B	0	0	0	0	0	0
ENSG00000185031	SLC2A3P2	0	0	0	0	0	0
ENSG00000185033	SEMA4B	24	10	27	31	20	12
ENSG00000185037	ZNF733P	0	0	0	0	0	0
ENSG00000185038	MROH2A	0	0	0	0	0	0
ENSG00000185043	CIB1	1592	519	1604	1250	1658	1292
ENSG00000185046	ANKS1B	0	0	1	0	2	1
ENSG00000185049	NELFA	802	353	833	950	691	668
ENSG00000185052	SLC24A3	3	0	1	0	1	1
ENSG00000185053	SGCZ	1	0	1	0	0	2
ENSG00000185055	EFCAB10	8	0	4	3	11	5
ENSG00000185056	C5orf47	0	0	0	0	0	0
ENSG00000185069	KRT76	0	0	0	0	0	0
ENSG00000185070	FLRT2	0	0	0	0	2	0
ENSG00000185074	OR7E31P	0	0	0	0	0	0
ENSG00000185085	INTS5	64	138	119	163	40	62
ENSG00000185088	RPS27L	13403	4502	12373	8900	12810	9145
ENSG00000185090	MANEAL	52	34	71	46	44	38
ENSG00000185100	ADSSL1	38	14	29	30	33	39
ENSG00000185101	ANO9	59	21	63	22	41	41
ENSG00000185104	FAF1	239	137	275	391	252	235
ENSG00000185105	MYADML2	0	0	0	0	0	0
ENSG00000185112	FAM43A	4775	2065	5275	2125	2332	1872
ENSG00000185115	NSMCE3	33	20	40	52	36	45
ENSG00000185122	HSF1	103	235	230	227	37	110
ENSG00000185127	C6orf120	168	72	191	116	147	104
ENSG00000185129	PURA	411	186	471	430	435	313
ENSG00000185130	HIST1H2BL	2	0	0	1	4	0
ENSG00000185133	INPP5J	0	0	1	5	1	0
ENSG00000185149	NPY2R	0	0	0	0	0	0
ENSG00000185155	MIXL1	8	0	4	0	7	2
ENSG00000185156	MFSD6L	0	0	1	0	0	0
ENSG00000185158	LRRC37B	67	22	106	86	114	85
ENSG00000185163	DDX51	788	255	844	544	689	537
ENSG00000185164	NOMO2	6	0	2	0	1	2
ENSG00000185168	LINC00482	9	4	9	5	5	11
ENSG00000185176	AQP12B	0	0	0	0	0	0
ENSG00000185177	ZNF479	0	0	0	0	0	0
ENSG00000185182	GOLGA8DP	0	0	0	0	0	0
ENSG00000185186	LINC00313	2	0	0	1	0	0
ENSG00000185187	SIGIRR	260	166	277	227	252	210
ENSG00000185189	NRBP2	9	4	2	4	4	2
ENSG00000185198	PRSS57	9308	3755	11221	8306	11088	7930
ENSG00000185201	IFITM2	1866	900	2269	1501	1433	1153
ENSG00000185203	WASIR1	0	0	0	0	0	0
ENSG00000185215	TNFAIP2	264	101	225	175	206	120
ENSG00000185219	ZNF445	507	261	606	615	447	355
ENSG00000185220	PGBD2	21	19	33	22	16	16
ENSG00000185221	GAPDHP24	0	0	0	0	0	0
ENSG00000185222	TCEAL9	0	0	0	0	0	0
ENSG00000185231	MC2R	0	0	0	0	0	0
ENSG00000185236	RAB11B	1339	496	1380	986	1303	910
ENSG00000185238	PRMT3	9	7	7	24	12	13
ENSG00000185245	GP1BA	3	2	1	3	4	2
ENSG00000185246	PRPF39	160	74	155	138	121	136
ENSG00000185247	MAGEA11	0	0	0	0	0	0
ENSG00000185250	PPIL6	3	3	9	8	20	8
ENSG00000185252	ZNF74	40	13	32	40	26	26
ENSG00000185261	KIAA0825	6	0	7	3	0	1
ENSG00000185262	UBALD2	4590	1765	4878	3074	4448	2970
ENSG00000185264	TEX33	0	0	0	0	0	0
ENSG00000185267	CDNF	10	7	7	9	10	10
ENSG00000185269	NOTUM	0	1	0	0	1	0
ENSG00000185271	KLHL33	0	0	0	0	0	0
ENSG00000185272	RBM11	0	0	0	0	0	0
ENSG00000185274	WBSCR17	0	0	0	0	1	0
ENSG00000185275	CD24P4	0	0	0	0	0	0
ENSG00000185278	ZBTB37	334	107	323	192	271	199
ENSG00000185290	NUPR2	0	0	0	0	0	0
ENSG00000185291	IL3RA	0	0	0	0	0	0
ENSG00000185294	SPPL2C	0	0	0	0	0	0
ENSG00000185298	CCDC137	718	297	763	645	661	563
ENSG00000185303	SFTPA2	0	0	0	0	0	0
ENSG00000185304	RGPD2	0	0	0	0	0	0
ENSG00000185305	ARL15	23	13	25	20	18	20
ENSG00000185306	C12orf56	0	0	0	0	0	0
ENSG00000185313	SCN10A	0	0	0	0	1	0
ENSG00000185319	SSXP4	0	0	0	0	0	0
ENSG00000185324	CDK10	281	179	358	264	181	189
ENSG00000185332	TMEM105	109	40	106	72	64	62
ENSG00000185338	SOCS1	1	2	2	2	1	1
ENSG00000185339	TCN2	11	6	3	3	6	7
ENSG00000185340	GAS2L1	50	21	51	44	35	28
ENSG00000185344	ATP6V0A2	204	102	243	173	168	122
ENSG00000185345	PARK2	1	0	0	1	0	1
ENSG00000185347	C14orf80	345	141	477	329	377	340
ENSG00000185352	HS6ST3	0	0	0	0	0	0
ENSG00000185359	HGS	38	14	42	51	24	16
ENSG00000185361	TNFAIP8L1	211	96	225	197	217	173
ENSG00000185372	OR2V1	0	0	0	0	0	0
ENSG00000185379	RAD51D	172	59	198	135	163	129
ENSG00000185385	OR7A17	0	0	0	0	0	0
ENSG00000185386	MAPK11	68	51	94	51	54	65
ENSG00000185390	FGF7P2	0	0	0	0	0	0
ENSG00000185404	SP140L	221	71	211	157	156	146
ENSG00000185414	MRPL30	0	1	0	0	0	1
ENSG00000185418	TARSL2	138	60	133	99	138	101
ENSG00000185420	SMYD3	4202	1892	4397	3796	3626	2984
ENSG00000185432	METTL7A	276	204	321	197	183	142
ENSG00000185433	LINC00158	0	0	0	0	0	0
ENSG00000185436	IFNLR1	1	0	1	0	0	2
ENSG00000185437	SH3BGR	3	2	8	9	3	5
ENSG00000185442	FAM174B	6	1	4	3	3	4
ENSG00000185448	FAM47A	0	0	0	0	0	0
ENSG00000185453	C19orf68	436	173	540	526	560	354
ENSG00000185467	KPNA7	1	0	1	0	0	0
ENSG00000185475	TMEM179B	0	27	1	3	1	0
ENSG00000185477	GPRIN3	9	4	8	9	6	0
ENSG00000185479	KRT6B	0	0	0	0	0	0
ENSG00000185480	PARPBP	89	66	112	199	81	107
ENSG00000185482	STAC3	5988	1984	6265	2911	5620	3658
ENSG00000185483	ROR1	6	4	2	2	2	4
ENSG00000185485	SDHAP1	22	14	30	36	16	17
ENSG00000185499	MUC1	305	113	267	175	244	165
ENSG00000185507	IRF7	129	75	126	68	75	51
ENSG00000185513	L3MBTL1	5	2	7	10	5	10
ENSG00000185515	BRCC3	209	134	250	212	142	126
ENSG00000185518	SV2B	15	15	24	35	14	4
ENSG00000185519	FAM131C	0	0	0	0	0	0
ENSG00000185527	PDE6G	36	7	16	16	12	10
ENSG00000185532	PRKG1	0	0	0	0	0	0
ENSG00000185551	NR2F2	8	3	5	8	6	3
ENSG00000185559	DLK1	0	0	0	0	0	0
ENSG00000185561	TLCD2	0	0	0	0	0	0
ENSG00000185565	LSAMP	1	0	1	1	0	4
ENSG00000185567	AHNAK2	112	67	117	83	73	78
ENSG00000185585	OLFML2A	32	18	20	22	25	11
ENSG00000185591	SP1	274	156	316	279	249	239
ENSG00000185594	SPATA8	1	0	0	0	0	0
ENSG00000185596	WASH3P	795	347	887	663	667	622
ENSG00000185607	ACTBP7	0	0	0	0	0	0
ENSG00000185608	MRPL40	429	140	457	384	444	339
ENSG00000185610	DBX2	0	0	0	1	0	1
ENSG00000185614	FAM212A	58	38	94	60	76	61
ENSG00000185615	PDIA2	0	0	0	0	0	0
ENSG00000185619	PCGF3	197	236	267	277	139	169
ENSG00000185621	LMLN	69	20	55	82	82	65
ENSG00000185624	P4HB	384	595	456	446	280	270
ENSG00000185627	PSMD13	1705	1060	2255	2322	1352	1491
ENSG00000185630	PBX1	2	1	3	2	4	1
ENSG00000185633	NDUFA4L2	3	1	3	8	4	4
ENSG00000185634	SHC4	2	0	2	0	1	1
ENSG00000185638	FTH1P14	0	0	0	0	0	0
ENSG00000185640	KRT79	0	0	1	0	0	0
ENSG00000185650	ZFP36L1	46	8	49	24	45	29
ENSG00000185651	UBE2L3	359	190	434	418	288	317
ENSG00000185652	NTF3	0	0	0	0	0	0
ENSG00000185658	BRWD1	360	204	479	411	298	295
ENSG00000185664	PMEL	1	0	3	2	7	2
ENSG00000185666	SYN3	0	1	0	0	0	0
ENSG00000185668	POU3F1	1	2	2	1	2	0
ENSG00000185669	SNAI3	189	94	188	129	130	86
ENSG00000185670	ZBTB3	77	34	97	68	59	59
ENSG00000185674	LYG2	0	0	1	0	0	0
ENSG00000185681	MORN5	0	0	0	0	0	0
ENSG00000185684	EP400NL	156	90	158	139	111	104
ENSG00000185686	PRAME	22	14	27	21	12	29
ENSG00000185689	C6orf201	0	0	0	0	0	0
ENSG00000185697	MYBL1	19	7	15	16	13	18
ENSG00000185700	TTTY8B	0	0	1	0	0	0
ENSG00000185701	OR5M5P	0	0	0	0	0	0
ENSG00000185716	C16orf52	325	129	307	224	191	158
