id	sym	T98G_KO1	T98G_KO2	T98G_KO3	T98G_WT1	T98G_WT2	T98G_WT3
ENSG00000173715	C11orf80	46	46	61	57	73	49
ENSG00000173726	TOMM20	3037	3225	2901	2679	2695	2530
ENSG00000173728	C1orf100	1	0	0	0	0	0
ENSG00000173744	AGFG1	1487	1524	1415	1524	1594	1542
ENSG00000173757	STAT5B	499	555	525	696	613	584
ENSG00000173762	CD7	7	3	5	4	5	9
ENSG00000173769	TOPAZ1	0	0	0	0	0	0
ENSG00000173786	CNP	1218	1276	1186	1422	1394	1321
ENSG00000173801	JUP	7	11	12	10	9	10
ENSG00000173805	HAP1	1	1	1	3	3	2
ENSG00000173809	TDRD12	1	0	0	1	0	0
ENSG00000173810	PPIAP7	0	0	0	0	0	0
ENSG00000173811	CCDC13-AS1	1	1	0	2	1	1
ENSG00000173812	EIF1	3044	3204	3087	3034	3483	2931
ENSG00000173818	ENDOV	102	112	91	133	124	121
ENSG00000173821	RNF213	1171	1205	1163	1348	1466	1592
ENSG00000173825	TIGD3	4	2	3	2	6	5
ENSG00000173826	KCNH6	0	2	1	0	3	0
ENSG00000173838	MARCH10	0	0	0	1	1	0
ENSG00000173846	PLK3	44	43	48	64	55	57
ENSG00000173848	NET1	467	505	472	459	460	437
ENSG00000173852	DPY19L1	824	911	842	754	811	770
ENSG00000173868	PHOSPHO1	6	5	7	15	18	22
ENSG00000173875	ZNF791	222	211	184	187	202	250
ENSG00000173889	PHC3	736	741	769	763	895	978
ENSG00000173890	GPR160	3	0	2	1	3	6
ENSG00000173894	CBX2	470	568	499	540	515	488
ENSG00000173898	SPTBN2	11	9	4	15	13	11
ENSG00000173905	GOLIM4	600	548	498	633	617	588
ENSG00000173908	KRT28	0	0	0	0	0	0
ENSG00000173914	RBM4B	266	300	271	286	290	285
ENSG00000173917	HOXB2	0	0	0	0	0	0
ENSG00000173918	C1QTNF1	15	9	8	11	9	11
ENSG00000173926	MARCH3	6	8	3	9	10	9
ENSG00000173928	SWSAP1	10	13	15	15	18	15
ENSG00000173930	SLCO4C1	0	0	0	0	0	0
ENSG00000173933	RBM4	275	301	274	291	305	254
ENSG00000173947	PIFO	1	1	0	2	1	0
ENSG00000173950	XXYLT1	328	332	264	337	316	358
ENSG00000173954	SNURFL	0	0	0	0	0	0
ENSG00000173960	UBXN2A	198	222	200	241	227	221
ENSG00000173976	RAX2	0	0	0	0	0	0
ENSG00000173988	LRRC63	0	0	0	0	0	0
ENSG00000173991	TCAP	7	9	9	7	8	8
ENSG00000173992	CCS	91	98	120	141	107	118
ENSG00000174004	NRROS	0	0	0	0	0	0
ENSG00000174007	CEP19	76	83	78	94	101	86
ENSG00000174010	KLHL15	124	164	145	153	175	171
ENSG00000174013	FBXO45	463	496	454	410	489	459
ENSG00000174015	SPERT	0	0	0	0	0	0
ENSG00000174021	GNG5	716	758	767	768	753	774
ENSG00000174028	FAM3C2	58	12	44	39	36	22
ENSG00000174032	SLC25A30	155	167	181	170	167	181
ENSG00000174038	C9orf131	0	3	1	0	1	1
ENSG00000174059	CD34	19	11	12	9	20	12
ENSG00000174080	CTSF	64	75	67	95	111	105
ENSG00000174099	MSRB3	274	282	279	351	386	298
ENSG00000174106	LEMD3	208	228	192	207	204	205
ENSG00000174109	C16orf91	89	117	101	131	108	137
ENSG00000174123	TLR10	0	0	0	0	0	0
ENSG00000174125	TLR1	10	6	4	3	7	6
ENSG00000174130	TLR6	33	23	18	17	25	25
ENSG00000174132	FAM174A	39	53	53	39	30	43
ENSG00000174136	RGMB	300	287	261	310	335	306
ENSG00000174137	FAM53A	3	6	8	8	5	3
ENSG00000174145	NWD2	0	0	0	0	0	0
ENSG00000174151	CYB561D1	110	111	112	104	105	109
ENSG00000174156	GSTA3	0	0	0	0	0	0
ENSG00000174165	ZDHHC24	127	135	127	134	171	140
ENSG00000174173	TRMT10C	211	259	239	225	211	210
ENSG00000174175	SELP	0	0	0	1	0	0
ENSG00000174177	CTU2	167	199	206	195	214	180
ENSG00000174197	MGA	260	247	236	315	376	362
ENSG00000174206	C12orf66	60	51	37	37	54	43
ENSG00000174225	ARL13A	1	2	1	2	2	1
ENSG00000174226	SNX31	0	0	0	0	0	0
ENSG00000174227	PIGG	374	440	390	513	445	406
ENSG00000174231	PRPF8	0	0	0	0	0	0
ENSG00000174233	ADCY6	142	159	154	211	224	206
ENSG00000174236	REP15	0	1	2	4	0	2
ENSG00000174238	PITPNA	862	906	816	901	964	833
ENSG00000174243	DDX23	559	617	541	555	643	558
ENSG00000174255	ZNF80	0	0	0	0	0	0
ENSG00000174276	ZNHIT2	47	79	69	69	70	75
ENSG00000174279	EVX2	0	0	1	1	0	0
ENSG00000174282	ZBTB4	1080	1104	959	1175	1187	1212
ENSG00000174292	TNK1	5	10	15	17	17	13
ENSG00000174306	ZHX3	434	503	427	556	614	599
ENSG00000174307	PHLDA3	68	85	72	101	93	95
ENSG00000174325	DIRC1	0	0	0	0	0	0
ENSG00000174326	SLC16A11	2	0	0	1	1	1
ENSG00000174327	SLC16A13	42	33	28	54	47	40
ENSG00000174332	GLIS1	9	14	8	13	16	16
ENSG00000174339	OR2Y1	0	0	0	0	0	0
ENSG00000174343	CHRNA9	0	0	0	0	0	0
ENSG00000174348	PODN	0	0	0	0	0	0
ENSG00000174353	STAG3L3	21	16	22	36	23	23
ENSG00000174358	SLC6A19	0	0	1	0	0	0
ENSG00000174365	SNHG11	52	66	58	87	59	67
ENSG00000174370	C11orf45	43	57	38	49	62	61
ENSG00000174371	EXO1	755	770	663	646	655	620
ENSG00000174373	RALGAPA1	86	88	86	96	88	100
ENSG00000174405	LIG4	139	119	113	151	150	148
ENSG00000174407	MIR1-1HG	0	0	0	0	0	0
ENSG00000174408	PPIAP24	0	0	0	0	0	0
ENSG00000174417	TRHR	0	0	0	0	0	0
ENSG00000174418	RPL35P9	0	0	0	0	0	0
ENSG00000174428	GTF2IRD2B	15	12	17	11	17	21
ENSG00000174429	ABRA	0	0	0	0	0	0
ENSG00000174437	ATP2A2	3161	3413	3133	3281	3460	3304
ENSG00000174442	ZWILCH	558	628	545	632	616	630
ENSG00000174444	RPL4	16957	18278	15458	15844	16812	16208
ENSG00000174446	SNAPC5	166	151	137	196	172	154
ENSG00000174448	STARD6	0	2	2	1	0	2
ENSG00000174450	GOLGA6L2	0	0	0	0	0	0
ENSG00000174453	VWC2L	0	0	0	0	0	0
ENSG00000174456	C12orf76	108	87	99	102	141	127
ENSG00000174460	ZCCHC12	0	0	1	0	0	0
ENSG00000174469	CNTNAP2	0	0	0	0	0	0
ENSG00000174473	GALNTL6	1	0	1	2	1	2
ENSG00000174482	LINGO2	0	0	0	0	0	1
ENSG00000174483	BBS1	28	26	27	31	33	32
ENSG00000174485	DENND4A	251	269	202	266	246	302
ENSG00000174498	IGDCC3	1	1	0	2	3	1
ENSG00000174500	GCSAM	2	5	1	1	5	7
ENSG00000174501	ANKRD36C	11	26	13	22	40	41
ENSG00000174502	SLC26A9	0	1	1	2	1	1
ENSG00000174516	PELI3	60	99	84	93	97	82
ENSG00000174521	TTC9B	1	1	2	1	1	1
ENSG00000174527	MYO1H	4	4	6	5	8	8
ENSG00000174529	TMEM81	6	6	7	14	11	9
ENSG00000174547	MRPL11	623	662	629	673	672	612
ENSG00000174562	KLK15	0	0	0	0	0	0
ENSG00000174564	IL20RB	34	27	29	24	19	20
ENSG00000174567	GOLT1A	0	1	0	1	0	0
ENSG00000174574	AKIRIN1	506	586	520	567	627	511
ENSG00000174576	NPAS4	0	0	0	0	0	0
ENSG00000174579	MSL2	193	189	165	215	210	189
ENSG00000174586	ZNF497	44	51	32	49	40	33
ENSG00000174599	TRAM1L1	8	5	12	7	2	5
ENSG00000174600	CMKLR1	2	1	3	5	2	1
ENSG00000174606	ANGEL2	211	252	205	257	248	247
ENSG00000174607	UGT8	0	0	0	0	0	0
ENSG00000174611	KY	0	0	0	0	0	0
ENSG00000174628	IQCK	278	297	253	237	261	277
ENSG00000174640	SLCO2A1	1	0	2	2	2	2
ENSG00000174652	ZNF266	198	196	182	228	193	195
ENSG00000174667	OR7D4	0	0	0	0	0	0
ENSG00000174669	SLC29A2	14	6	8	13	13	15
ENSG00000174672	BRSK2	91	86	96	132	136	142
ENSG00000174677	VN1R6P	0	0	0	0	0	0
ENSG00000174678	FAM47DP	0	0	1	0	0	0
ENSG00000174680	GRIK1-AS1	0	0	0	0	0	0
ENSG00000174684	B4GAT1	251	292	237	332	315	267
ENSG00000174695	TMEM167A	1481	1638	1475	1652	1630	1561
ENSG00000174697	LEP	0	0	0	0	0	0
ENSG00000174705	SH3PXD2B	157	154	145	196	204	223
ENSG00000174718	KIAA1551	330	341	325	270	335	307
ENSG00000174720	LARP7	439	384	344	361	407	379
ENSG00000174721	FGFBP3	6	3	6	3	1	2
ENSG00000174738	NR1D2	324	338	304	391	419	419
ENSG00000174740	PABPC5	0	0	0	0	0	0
ENSG00000174744	BRMS1	375	412	436	416	458	404
ENSG00000174748	RPL15	4792	5482	5201	5298	5148	4665
ENSG00000174775	HRAS	2	10	55	17	9	18
ENSG00000174776	WDR49	1	0	0	0	0	0
ENSG00000174780	SRP72	1840	1732	1721	1803	1871	1820
ENSG00000174788	PCP2	10	5	9	7	9	7
ENSG00000174791	RIN1	232	269	260	329	297	290
ENSG00000174796	THAP6	171	157	142	189	186	160
ENSG00000174799	CEP135	128	127	99	142	137	124
ENSG00000174804	FZD4	198	266	187	197	233	211
ENSG00000174807	CD248	0	2	0	0	0	0
ENSG00000174808	BTC	0	0	1	0	0	0
ENSG00000174827	PDZK1	0	2	2	1	3	3
ENSG00000174837	ADGRE1	26	28	21	19	18	21
ENSG00000174839	DENND6A	186	180	162	177	159	171
ENSG00000174840	PDE12	339	331	323	310	343	327
ENSG00000174842	GLMN	137	132	146	174	164	164
ENSG00000174844	DNAH12	4	8	3	2	10	3
ENSG00000174851	YIF1A	425	445	418	453	542	433
ENSG00000174871	CNIH2	17	26	20	41	48	54
ENSG00000174876	AMY1B	0	0	0	0	0	0
ENSG00000174885	NLRP6	0	1	0	1	0	0
ENSG00000174886	NDUFA11	153	189	204	205	222	182
ENSG00000174891	RSRC1	321	362	331	263	318	330
ENSG00000174898	CATSPERD	0	0	0	0	0	0
ENSG00000174899	PQLC2L	0	0	0	0	0	0
ENSG00000174903	RAB1B	2149	2480	2369	2442	2435	2415
ENSG00000174912	METTL15P1	16	18	24	21	17	14
ENSG00000174914	OR9G1	0	0	0	0	0	0
ENSG00000174915	PTDSS2	125	108	72	53	64	71
ENSG00000174917	C19orf70	215	224	226	273	245	235
ENSG00000174928	C3orf33	0	0	3	0	0	0
ENSG00000174930	VN2R1P	0	0	0	0	0	0
ENSG00000174937	OR5M3	0	0	0	0	0	0
ENSG00000174938	SEZ6L2	331	358	358	494	459	467
ENSG00000174939	ASPHD1	115	106	118	117	149	112
ENSG00000174943	KCTD13	139	151	145	174	175	185
ENSG00000174944	P2RY14	0	0	0	3	9	10
ENSG00000174945	AMZ1	1	1	1	2	2	1
ENSG00000174946	GPR171	0	0	0	0	0	0
ENSG00000174948	GPR149	0	0	0	0	0	0
ENSG00000174950	CD164L2	0	0	0	0	0	1
ENSG00000174951	FUT1	2	1	1	7	12	4
ENSG00000174953	DHX36	453	460	445	403	448	429
ENSG00000174957	OR5J2	0	0	0	0	0	0
ENSG00000174963	ZIC4	31	32	29	41	45	43
ENSG00000174970	OR10AG1	0	0	0	0	0	0
ENSG00000174982	OR4S2	0	0	0	0	1	0
ENSG00000174989	FBXW8	140	123	99	97	89	108
ENSG00000174990	CA5A	0	0	0	0	0	0
ENSG00000174992	ZG16	0	0	0	0	0	0
ENSG00000174996	KLC2	292	324	304	319	364	328
ENSG00000175003	SLC22A1	1	0	2	1	0	0
ENSG00000175018	TEX36	2	3	1	1	1	1
ENSG00000175029	CTBP2	1162	1154	972	1138	1105	1042
ENSG00000175040	CHST2	6	12	8	18	10	17
ENSG00000175048	ZDHHC14	49	60	48	66	69	79
ENSG00000175054	ATR	567	623	626	626	637	657
ENSG00000175061	LRRC75A-AS1	2105	2393	2297	2195	2213	1967
ENSG00000175063	UBE2C	1446	1644	1491	1674	1523	1445
ENSG00000175065	DSG4	0	0	0	0	0	0
ENSG00000175066	GK5	164	168	147	194	213	188
ENSG00000175073	VCPIP1	179	174	155	174	186	219
ENSG00000175077	RTP1	0	0	0	0	0	0
ENSG00000175084	DES	1	1	2	8	5	0
ENSG00000175087	PDIK1L	80	98	79	81	79	90
ENSG00000175093	SPSB4	8	13	8	6	4	10
ENSG00000175097	RAG2	9	9	5	3	3	6
ENSG00000175104	TRAF6	162	132	140	146	169	137
ENSG00000175105	ZNF654	284	303	234	298	282	278
ENSG00000175106	TVP23C	3	5	2	5	6	3
ENSG00000175110	MRPS22	500	532	479	549	588	521
ENSG00000175115	PACS1	783	947	873	967	1013	933
ENSG00000175121	WFDC5	0	0	0	0	0	0
ENSG00000175130	MARCKSL1	749	755	681	712	759	694
ENSG00000175137	SH3BP5L	320	329	317	376	375	338
ENSG00000175143	OR2T1	0	0	0	0	0	0
ENSG00000175147	TMEM51-AS1	10	1	7	15	3	8
ENSG00000175155	YPEL2	19	13	18	24	22	18
ENSG00000175161	CADM2	0	0	0	0	0	0
ENSG00000175164	ABO	0	0	0	0	0	0
ENSG00000175166	PSMD2	3236	3601	3231	3432	3822	3616
ENSG00000175170	FAM182B	13	19	22	25	21	17
ENSG00000175175	PPM1E	15	9	16	9	7	6
ENSG00000175182	FAM131A	126	143	146	205	198	167
ENSG00000175183	CSRP2	60	79	68	63	62	54
ENSG00000175189	INHBC	0	2	1	4	4	0
ENSG00000175193	PARL	67	83	69	77	80	73
ENSG00000175197	DDIT3	117	151	157	138	164	132
ENSG00000175198	PCCA	112	110	102	111	102	121
ENSG00000175202	HIGD2B	0	0	0	0	0	0
ENSG00000175203	DCTN2	646	684	650	706	685	661
ENSG00000175206	NPPA	6	8	2	3	6	8
ENSG00000175213	ZNF408	130	151	159	153	168	148
ENSG00000175215	CTDSP2	1366	1524	1408	1621	1566	1489
ENSG00000175216	CKAP5	3830	4098	3524	3960	4493	4310
ENSG00000175220	ARHGAP1	957	1043	1020	985	1040	1061
ENSG00000175221	MED16	343	374	360	353	350	380
ENSG00000175224	ATG13	840	862	835	919	893	922
ENSG00000175229	GAL3ST3	0	2	0	2	1	6
ENSG00000175262	C1orf127	0	0	0	0	0	1
ENSG00000175264	CHST1	21	18	19	40	32	31
ENSG00000175265	GOLGA8A	20	16	16	16	19	18
ENSG00000175267	VWA3A	1	0	0	0	1	0
ENSG00000175274	TP53I11	933	977	886	1104	1212	1153
ENSG00000175283	DOLK	125	172	156	177	173	170
ENSG00000175287	PHYHD1	0	0	0	0	1	0
ENSG00000175294	CATSPER1	38	37	50	56	83	58
ENSG00000175302	ANKRD30BP1	0	0	1	0	1	0
ENSG00000175305	CCNE2	381	390	350	379	457	436
ENSG00000175309	PHYKPL	659	608	607	609	580	567
ENSG00000175311	ANKS4B	0	0	0	0	0	0
ENSG00000175315	CST6	0	0	1	0	0	1
ENSG00000175319	NF1P5	0	0	0	0	0	0
ENSG00000175322	ZNF519	80	94	74	110	86	76
ENSG00000175324	LSM1	231	193	229	248	209	218
ENSG00000175325	PROP1	0	0	0	0	0	0
ENSG00000175329	ISX	0	1	0	0	1	0
ENSG00000175334	BANF1	1020	994	1081	1052	1171	1074
ENSG00000175336	APOF	0	0	0	0	0	0
ENSG00000175344	CHRNA7	0	0	0	0	0	0
ENSG00000175348	TMEM9B	395	444	402	500	459	425
ENSG00000175352	NRIP3	0	0	0	0	0	0
ENSG00000175354	PTPN2	222	241	214	246	279	242
ENSG00000175356	SCUBE2	1	1	0	0	0	0
ENSG00000175376	EIF1AD	436	454	445	470	511	493
ENSG00000175387	SMAD2	442	503	443	523	547	515
ENSG00000175390	EIF3F	1512	1616	1408	1442	1520	1571
ENSG00000175395	ZNF25	37	48	29	27	50	36
ENSG00000175398	OR10P1	0	0	0	0	0	0
ENSG00000175414	ARL10	85	103	95	96	84	75
ENSG00000175416	CLTB	274	270	285	361	348	375
ENSG00000175426	PCSK1	1	0	0	5	9	4
ENSG00000175445	LPL	0	0	1	1	1	1
ENSG00000175449	RFESD	12	25	16	16	23	16
ENSG00000175455	CCDC14	1091	1048	1026	1123	1123	1134
ENSG00000175463	TBC1D10C	2	3	1	3	6	3
ENSG00000175467	SART1	487	491	413	445	499	453
ENSG00000175470	PPP2R2D	285	328	295	349	327	334
ENSG00000175471	MCTP1	26	21	11	22	26	33
ENSG00000175482	POLD4	47	61	65	82	96	67
ENSG00000175485	OR52W1	0	0	0	0	0	0
ENSG00000175489	LRRC25	0	1	1	1	0	1
ENSG00000175497	DPP10	0	0	0	0	0	0
ENSG00000175505	CLCF1	97	112	102	93	119	112
ENSG00000175513	TSGA10IP	0	0	0	0	0	0
ENSG00000175514	GPR152	1	2	1	5	2	3
ENSG00000175518	UBQLNL	1	0	1	1	0	1
ENSG00000175520	UBQLN3	0	0	0	0	0	0
ENSG00000175535	PNLIP	0	0	0	0	0	0
ENSG00000175536	LIPT2	19	11	10	9	24	18
ENSG00000175538	KCNE3	0	2	2	7	1	2
ENSG00000175544	CABP4	25	25	28	34	31	30
ENSG00000175548	ALG10B	127	151	156	131	155	143
ENSG00000175550	DRAP1	1302	1447	1282	1466	1535	1376
ENSG00000175556	LONRF3	2	2	2	0	1	3
ENSG00000175564	UCP3	3	4	9	7	18	12
ENSG00000175567	UCP2	278	299	280	433	449	405
ENSG00000175573	C11orf68	516	547	567	581	615	593
ENSG00000175575	PAAF1	244	260	234	228	259	251
ENSG00000175581	MRPL48	169	195	138	154	171	189
ENSG00000175582	RAB6A	1224	1122	961	1147	1138	1200
ENSG00000175591	P2RY2	0	0	1	1	0	0
ENSG00000175592	FOSL1	2759	2933	2940	2756	3168	3089
ENSG00000175595	ERCC4	243	215	211	281	289	263
ENSG00000175600	SUGCT	19	17	11	23	22	23
ENSG00000175602	CCDC85B	596	604	567	608	625	604
ENSG00000175606	TMEM70	387	446	381	399	358	302
ENSG00000175611	LINC00476	22	15	25	15	20	24
ENSG00000175619	OR4B1	0	0	0	0	0	0
ENSG00000175634	RPS6KB2	353	375	380	474	423	394
ENSG00000175643	RMI2	237	272	241	263	251	247
ENSG00000175646	PRM1	0	0	0	0	0	0
ENSG00000175658	DRD5P2	0	0	0	0	0	0
ENSG00000175662	TOM1L2	259	275	266	310	291	344
ENSG00000175664	TEX26	0	0	0	1	0	0
ENSG00000175676	GOLGA8EP	0	0	0	0	0	0
ENSG00000175691	ZNF77	35	29	42	35	35	33
ENSG00000175697	GPR156	7	5	0	3	4	5
ENSG00000175707	KDF1	0	0	0	0	0	0
ENSG00000175711	B3GNTL1	29	48	52	55	64	51
ENSG00000175718	RBMXL3	0	0	0	0	0	0
ENSG00000175727	MLXIP	596	634	576	624	652	653
ENSG00000175728	C11orf44	2	4	2	0	1	2
ENSG00000175730	BAK1P1	3	5	6	5	8	1
ENSG00000175741	RWDD4P2	55	37	38	37	43	43
ENSG00000175745	NR2F1	2941	3097	2925	2688	2507	2653
ENSG00000175746	C15orf54	1	0	0	1	0	0
ENSG00000175749	EIF3KP1	0	0	0	2	0	0
ENSG00000175756	AURKAIP1	442	543	490	539	574	485
ENSG00000175764	TTLL11	23	14	18	20	17	24
ENSG00000175766	EIF4E1B	0	0	0	0	0	0
ENSG00000175768	TOMM5	217	211	229	229	242	291
ENSG00000175772	LINC01106	0	0	0	0	1	0
ENSG00000175779	C15orf53	0	0	1	0	0	1
ENSG00000175782	SLC35E3	84	112	109	111	137	102
ENSG00000175785	PRIMA1	0	0	0	0	0	0
ENSG00000175787	ZNF169	18	24	36	28	26	26
ENSG00000175792	RUVBL1	1091	1205	1081	1036	1159	1070
ENSG00000175793	SFN	0	0	1	2	0	5
ENSG00000175800	OR52B3P	0	0	0	0	0	0
ENSG00000175806	MSRA	126	119	113	118	117	116
ENSG00000175820	CCDC168	3	1	1	1	1	4
ENSG00000175826	CTDNEP1	1573	1628	1607	1621	1609	1511
ENSG00000175832	ETV4	48	51	68	58	80	71
ENSG00000175841	FAM172BP	0	0	0	0	0	0
ENSG00000175854	SWI5	75	74	76	101	115	121
ENSG00000175857	GAPT	0	0	0	0	0	0
ENSG00000175866	BAIAP2	319	369	334	485	428	480
ENSG00000175868	CALCB	0	0	0	0	0	0
ENSG00000175874	CREG2	0	1	4	1	1	0
ENSG00000175879	HOXD8	76	66	64	91	91	75
ENSG00000175886	RPL7AP66	3	3	3	4	4	1
ENSG00000175893	ZDHHC21	31	25	31	50	31	43
ENSG00000175894	TSPEAR	0	0	0	1	0	0
ENSG00000175895	PLEKHF2	91	81	87	98	102	91
ENSG00000175899	A2M	250	244	211	97	86	113
ENSG00000175906	ARL4D	66	103	94	85	85	90
ENSG00000175920	DOK7	0	0	0	0	0	1
ENSG00000175928	LRRN1	1	1	0	0	0	0
ENSG00000175931	UBE2O	756	890	787	767	809	735
ENSG00000175938	ORAI3	34	30	33	31	28	28
ENSG00000175946	KLHL38	0	1	0	1	2	1
ENSG00000175970	UNC119B	380	375	375	375	367	384
ENSG00000175984	DENND2C	1	1	4	2	0	1
ENSG00000175985	PLEKHD1	0	0	1	0	0	0
ENSG00000176007	FAM220BP	0	0	0	0	0	0
ENSG00000176009	ASCL3	0	0	0	0	0	0
ENSG00000176014	TUBB6	803	918	802	960	984	915
ENSG00000176018	LYSMD3	473	510	381	404	413	420
ENSG00000176020	AMIGO3	0	0	2	1	1	0
ENSG00000176022	B3GALT6	217	215	240	261	238	217
ENSG00000176024	ZNF613	22	26	18	27	24	30
ENSG00000176029	C11orf16	1	4	6	3	9	5
ENSG00000176040	TMPRSS7	0	0	0	0	0	1
ENSG00000176046	NUPR1	103	110	96	139	130	126
ENSG00000176049	JAKMIP2	1	1	1	0	0	1
ENSG00000176054	RPL23P2	0	3	1	1	4	5
ENSG00000176055	MBLAC2	143	125	139	98	107	113
ENSG00000176058	TPRN	72	78	67	101	84	80
ENSG00000176076	KCNE5	1	3	0	2	2	1
ENSG00000176083	ZNF683	0	0	0	0	0	0
ENSG00000176087	SLC35A4	1269	1461	1361	1321	1342	1324
ENSG00000176095	IP6K1	420	442	413	498	446	413
ENSG00000176101	SSNA1	239	280	300	291	321	235
ENSG00000176102	CSTF3	484	501	432	471	541	455
ENSG00000176105	YES1	446	446	412	457	411	440
ENSG00000176108	CHMP6	172	196	193	209	223	210
ENSG00000176115	AQP7P4	0	0	0	0	0	0
ENSG00000176124	DLEU1	97	105	81	100	112	85
ENSG00000176125	UFSP1	9	11	7	17	14	9
ENSG00000176136	MC5R	0	0	0	1	0	0
ENSG00000176142	TMEM39A	407	450	417	445	442	441
ENSG00000176148	TCP11L1	196	200	237	245	278	240
ENSG00000176153	GPX2	1	0	1	0	1	2
ENSG00000176155	CCDC57	136	136	162	160	228	182
ENSG00000176160	HSF5	0	0	0	0	0	0
ENSG00000176165	FOXG1	400	360	370	379	341	333
ENSG00000176170	SPHK1	40	38	57	69	68	59
ENSG00000176171	BNIP3	1594	1961	1712	1253	1196	1089
ENSG00000176177	ENTHD1	0	0	0	0	0	0
ENSG00000176182	MYPOP	91	138	105	104	87	117
ENSG00000176194	CIDEA	0	0	0	0	0	0
ENSG00000176198	OR11H4	0	0	0	0	0	0
ENSG00000176200	OR4D11	0	0	0	0	0	0
ENSG00000176204	LRRTM4	20	30	28	24	20	23
ENSG00000176208	ATAD5	355	391	364	359	385	393
ENSG00000176209	SMIM19	79	74	61	81	103	80
ENSG00000176219	OR11H6	0	0	0	0	0	0
ENSG00000176222	ZNF404	10	14	5	14	16	16
ENSG00000176225	RTTN	134	134	151	192	172	173
ENSG00000176230	OR4K17	0	0	0	0	0	0
ENSG00000176231	OR10H4	0	0	0	0	0	0
ENSG00000176236	C10orf111	7	2	3	7	6	3
ENSG00000176239	OR51B6	0	0	0	0	0	0
ENSG00000176243	CDV3P1	0	0	0	0	0	0
ENSG00000176244	ACBD7	33	41	26	30	38	34
ENSG00000176246	OR4L1	0	0	0	0	0	0
ENSG00000176248	ANAPC2	229	280	282	303	284	255
ENSG00000176253	OR4K13	0	0	0	0	0	0
ENSG00000176256	HMGB4	0	0	0	0	0	0
ENSG00000176261	ZBTB8OS	187	177	160	162	190	165
ENSG00000176268	CYCSP34	0	0	0	0	1	0
ENSG00000176269	OR4F21	0	0	0	0	0	0
ENSG00000176273	SLC35G1	92	93	87	98	99	91
ENSG00000176281	OR4K5	0	0	0	0	0	0
ENSG00000176289	IDSP1	2	0	2	1	0	0
ENSG00000176290	OR4K3	0	0	0	0	0	0
ENSG00000176293	ZNF135	0	2	1	2	3	6
ENSG00000176294	OR4N2	0	0	0	0	0	0
ENSG00000176299	OR4M1	0	0	0	0	0	0
ENSG00000176302	FOXR1	0	0	0	0	0	0
ENSG00000176312	OR4H12P	0	0	0	0	0	0
ENSG00000176318	FOXN3P1	0	0	0	0	1	0
ENSG00000176340	COX8A	1383	1609	1649	1666	1712	1553
ENSG00000176343	RPL37AP8	0	0	0	0	0	0
ENSG00000176358	TAC4	1	1	1	1	1	1
ENSG00000176371	ZSCAN2	70	92	70	81	80	78
ENSG00000176378	PFN1P10	0	0	1	0	0	0
ENSG00000176381	PRR18	0	0	0	0	0	1
ENSG00000176383	B3GNT4	195	196	187	208	210	193
ENSG00000176386	CDC26	64	60	54	51	60	65
ENSG00000176387	HSD11B2	1	4	0	5	4	5
ENSG00000176390	CRLF3	189	194	180	199	217	209
ENSG00000176393	RNPEP	624	616	668	675	690	664
ENSG00000176396	EID2	103	148	113	126	118	120
ENSG00000176399	DMRTA1	5	7	3	3	4	1
ENSG00000176401	EID2B	20	28	28	24	25	24
ENSG00000176402	GJC3	3	1	1	3	3	1
ENSG00000176406	RIMS2	0	0	1	5	3	7
ENSG00000176407	KCMF1	1266	1218	1135	1232	1252	1247
ENSG00000176410	DNAJC30	155	140	164	164	173	146
ENSG00000176422	SPRYD4	122	130	107	128	140	124
ENSG00000176428	VPS37D	13	8	5	16	11	12
ENSG00000176435	CLEC14A	0	0	0	0	0	0
ENSG00000176438	SYNE3	69	56	76	81	117	109
ENSG00000176444	CLK2	0	1	0	0	0	0
ENSG00000176454	LPCAT4	198	205	165	222	192	203
ENSG00000176463	SLCO3A1	266	262	251	301	302	275
ENSG00000176472	ZNF575	30	40	28	43	37	46
ENSG00000176473	WDR25	41	42	36	26	33	33
ENSG00000176485	PLA2G16	105	130	104	154	141	122
ENSG00000176490	DIRAS1	8	3	2	17	10	13
ENSG00000176495	OR5AN1	0	0	0	0	0	0
ENSG00000176510	OR10AC1	0	0	0	0	0	0
ENSG00000176531	PHLDB3	21	19	11	36	32	26
ENSG00000176532	PRR15	0	0	0	0	0	0
ENSG00000176533	GNG7	0	0	0	2	0	0
ENSG00000176540	OR4C5	0	0	0	0	0	0
ENSG00000176547	OR4C3	0	0	0	0	0	0
ENSG00000176555	OR4S1	0	0	0	0	0	0
ENSG00000176563	CNTD1	272	263	259	289	335	272
ENSG00000176566	DCAF4L2	0	0	0	0	0	0
ENSG00000176567	OR4X1	0	0	0	0	0	0
ENSG00000176571	CNBD1	0	0	0	0	0	0
ENSG00000176584	DMBT1P1	0	0	0	0	0	1
ENSG00000176595	KBTBD11	0	0	0	0	0	0
ENSG00000176597	B3GNT5	101	105	74	58	82	70
ENSG00000176601	MAP3K19	0	0	0	0	1	2
ENSG00000176605	C14orf177	0	0	0	0	0	0
ENSG00000176619	LMNB2	2853	3066	3012	3054	3114	2924
ENSG00000176623	RMDN1	311	330	338	337	311	341
ENSG00000176624	MEX3C	178	154	136	181	168	159
ENSG00000176635	HORMAD2	0	1	0	0	0	1
ENSG00000176641	RNF152	73	76	63	76	75	76
